Date,Open,High,Low,Close,Volume,Adj Close
11/19/2003,71.4,72.88,71.34,72.77,3591400,29.45
11/18/2003,72.5,73.14,71.29,71.29,3668000,28.85
11/17/2003,72.61,72.64,71.95,72.5,3640800,29.34
11/14/2003,73.48,74.56,72.5,72.61,3460600,29.38
11/13/2003,73.41,74.09,73.13,73.48,3132200,29.73
11/12/2003,72.2,73.76,72.2,73.66,2621200,29.81
11/11/2003,72.09,72.58,71.76,71.95,4250200,29.12
11/10/2003,72.45,73.35,71.82,72.09,4156000,29.17
11/7/2003,74.43,74.5,72.47,72.57,5778000,29.37
11/6/2003,74.7,74.74,74.06,74.53,3948600,30.16
11/5/2003,74.56,75.69,74.38,74.94,3948800,30.33
11/4/2003,74.05,75.27,73.91,74.81,4473200,30.27
11/3/2003,73.46,74.49,73.28,74.05,4029400,29.97
10/31/2003,73.86,74.28,73.28,73.28,4911800,29.65
10/30/2003,73.91,74.46,72.94,73.86,5515800,29.89
10/29/2003,72.76,73.46,72,73.46,3301600,29.73
10/28/2003,71.83,72.99,71.51,72.78,5315800,29.45
10/27/2003,71.5,71.85,71.01,71.7,3972200,29.01
10/24/2003,70.7,71.56,70.47,71.05,4872800,28.75
10/23/2003,71.57,71.83,71.02,71.36,5641200,28.88
10/22/2003,71.78,73.1,71.34,71.57,5806000,28.96
10/21/2003,74.01,74.01,72.75,72.76,5590800,29.44
10/20/2003,74.05,74.41,73.22,74,4032600,29.94
10/17/2003,74.36,74.74,73.4,73.58,6636800,29.77
10/16/2003,75.12,75.12,71.99,74.33,27425200,30.08
10/15/2003,77.47,78.92,77.03,78.72,6321000,31.71
10/14/2003,76.52,76.89,75.96,76.87,3766200,30.96
10/13/2003,76,77.4,76,76.9,3015600,30.97
10/10/2003,76,76.4,75.38,75.75,2556600,30.51
10/9/2003,76.28,77.1,75.66,76.08,5414600,30.64
10/8/2003,74.95,75.57,74.64,75.31,4130800,30.33
10/7/2003,73.76,74.42,73.3,74.42,3934200,29.97
10/6/2003,73.9,74.69,73.19,74.01,3771800,29.81
10/3/2003,73.5,74.49,72.7,73.38,6192000,29.55
10/2/2003,72,72.93,71.91,72.7,7216000,29.28
10/1/2003,68.93,71.46,68.9,71.34,5336000,28.73
9/30/2003,69.02,69.49,67.9,68.84,5140000,27.73
9/29/2003,68.4,69.43,67.98,69.19,4724000,27.87
9/26/2003,68.8,68.8,67.45,68.25,5862400,27.49
9/25/2003,70.67,70.87,68.9,68.9,5386800,27.75
9/24/2003,71.5,71.95,70.44,70.44,4616000,28.37
9/23/2003,70.67,71.69,70.66,71.45,3932400,28.78
9/22/2003,70.96,71.68,70.14,70.47,5864400,28.38
9/19/2003,71.3,71.75,70.78,71.19,4964200,28.67
9/18/2003,70.6,71.78,69.95,71.3,5145800,28.72
9/17/2003,70.05,70.7,69.99,70.23,5389200,28.29
9/16/2003,69.03,69.79,68.81,69.7,3667800,28.07
9/15/2003,68.28,69.46,68.14,69,5558200,27.79
9/12/2003,67.75,68.2,67.16,68.02,6041600,27.4
9/11/2003,69,69.09,66.86,68.07,11167600,27.42
9/10/2003,69.05,69.15,68.2,69,6279000,27.79
9/9/2003,70.26,70.26,68.8,69.4,5141400,27.95
9/8/2003,70.13,70.59,69.58,70.51,4617800,28.4
9/5/2003,70.34,70.5,69.45,70.13,7657000,28.25
9/4/2003,71.55,71.9,70.53,71.09,3967000,28.63
9/3/2003,72.18,72.46,71.01,71.95,4994800,28.98
9/2/2003,71.95,72.9,71.23,72.46,4235400,29.18
8/29/2003,71,72.03,71,71.83,3647200,28.93
8/28/2003,70.55,70.94,69.28,70.65,3715200,28.45
8/27/2003,69.5,70.46,69.36,70.16,4225000,28.26
8/26/2003,68.76,69.9,68.01,69.55,7307000,28.01
8/25/2003,71,71,69.2,69.66,7085000,28.06
8/22/2003,73.69,73.97,71.69,71.69,4680600,28.87
8/21/2003,72.4,73.95,72.1,73.41,6196200,29.57
8/20/2003,72.11,72.42,71.81,72.26,4044400,29.1
8/19/2003,73.05,73.15,71.73,72.9,6419400,29.36
8/18/2003,71.46,73.14,71.34,73.04,6569200,29.42
8/15/2003,71.1,71.95,70.45,70.96,3300800,28.58
8/14/2003,70.4,71.17,69.85,70.65,7142600,28.45
8/13/2003,70.3,70.5,69.82,70.4,6153800,28.35
8/12/2003,68.68,70.3,68.16,70.3,5474400,28.31
8/11/2003,68.4,69.01,67.87,68.68,4435400,27.66
8/8/2003,67.4,68.79,67.19,68.21,6177400,27.47
8/7/2003,66,67.45,65.6,67.16,6084400,27.05
8/6/2003,66.69,66.96,65.95,66.11,6627200,26.63
8/5/2003,67.31,67.54,66.68,66.69,6152600,26.86
8/4/2003,66.95,67.44,66.63,67.1,4242800,27.03
8/1/2003,67.57,67.78,66.57,67.22,5166200,27.07
7/31/2003,67.35,68.29,67.16,67.47,7192800,27.17
7/30/2003,65.36,66.7,65.24,66.45,6066800,26.76
7/29/2003,65.1,65.62,64.78,65.35,5407000,26.32
7/28/2003,65.48,65.69,65.02,65.1,5279600,26.22
7/25/2003,64,65.3,62.8,65.3,6885400,26.3
7/24/2003,64.95,65,63.8,63.82,6022200,25.7
7/23/2003,64.23,65.01,63.79,64.85,9669600,26.12
7/22/2003,63.56,65.25,63.56,64.2,13112600,25.86
7/21/2003,65.61,65.9,64.75,65.32,13465000,26.31
7/18/2003,63.8,65.86,63.4,65.61,15271400,26.42
7/17/2003,60.5,63.74,59.6,63.54,20947800,25.59
7/16/2003,58.48,58.64,57.78,58.64,4603200,23.48
7/15/2003,58.6,58.6,57.61,58.07,4361400,23.25
7/14/2003,58.3,58.73,57.83,57.88,5128600,23.17
7/11/2003,56.05,57.63,56.05,57.38,3552200,22.97
7/10/2003,56.43,56.55,56,56.22,3527400,22.51
7/9/2003,56.65,56.87,56.1,56.43,2160400,22.59
7/8/2003,56.31,56.93,56.13,56.71,2427400,22.7
7/7/2003,56.25,57.3,56.15,56.41,3421200,22.58
7/3/2003,55.4,56.35,55.3,55.57,2047400,22.25
7/2/2003,54.74,56.03,54.74,55.74,5208000,22.32
7/1/2003,55.1,55.51,53.1,54.74,8532800,21.92
6/30/2003,55.88,56.44,55.2,55.66,2102400,22.28
6/27/2003,56.6,56.82,55.42,55.83,3170400,22.35
6/26/2003,56.07,56.87,55.86,56.76,2192600,22.72
6/25/2003,56.46,56.57,55.6,56.15,3173000,22.48
6/24/2003,56.25,57.5,56.25,56.45,2775200,22.6
6/23/2003,57.25,57.38,55.84,56.66,3256000,22.68
6/20/2003,56.96,57.48,56.8,57.25,5024400,22.92
6/19/2003,57.2,57.45,56.28,56.5,3027200,22.62
6/18/2003,57.5,57.99,56.86,57.02,3469000,22.83
6/17/2003,57.99,58.25,57.27,57.76,3625200,23.12
6/16/2003,56.75,57.92,56.63,57.89,4286400,23.18
6/13/2003,56.04,56.25,55.66,56.05,2737600,22.44
6/12/2003,56.66,57.05,55.85,56.13,3231600,22.47
6/11/2003,54.85,56.68,54.73,56.66,4675600,22.68
6/10/2003,54.7,54.77,53.8,54.62,2840200,21.87
6/9/2003,54.54,54.76,53.9,54.22,3458000,21.71
6/6/2003,54.63,56,54.54,54.61,5493600,21.86
6/5/2003,53.92,54.49,53.36,54.37,3478800,21.77
6/4/2003,53,54.15,52.96,53.92,3627200,21.59
6/3/2003,52.18,53.53,52.06,52.95,3720000,21.2
6/2/2003,52.5,52.95,52,52.18,3128400,20.89
5/30/2003,51,52.21,50.8,52.15,5988000,20.88
5/29/2003,52.52,53.32,50.5,50.5,6422400,20.22
5/28/2003,52.6,53.05,52.35,52.51,4024400,21.02
5/27/2003,50.75,52.65,50.6,52.51,3741000,21.02
5/23/2003,51.25,51.27,50.5,51,2054200,20.42
5/22/2003,50.7,51.48,50.51,51.22,3846200,20.51
5/21/2003,51.1,51.1,50.19,50.43,5214000,20.19
5/20/2003,51.5,51.69,50.86,51.25,3955600,20.52
5/19/2003,52.65,52.7,51.42,51.5,3279200,20.62
5/16/2003,53.4,53.75,52.53,52.97,3558000,21.21
5/15/2003,53.3,53.44,52.82,53.4,3476000,21.38
5/14/2003,53.35,53.48,52.25,52.79,4019000,21.13
5/13/2003,54.1,54.1,53,53.17,3932800,21.29
5/12/2003,53.25,54.43,52.9,54.25,3455600,21.72
5/9/2003,52,53.7,52,53.15,3927200,21.28
5/8/2003,53.21,53.21,51.88,51.97,5616400,20.81
5/7/2003,53.45,53.75,53.1,53.33,3589000,21.35
5/6/2003,52.77,53.9,52.62,53.9,4171600,21.58
5/5/2003,52.85,53.33,52.54,52.68,4367800,21.09
5/2/2003,51.75,52.56,51.57,52.35,4953600,20.96
5/1/2003,52.6,52.65,51.34,51.85,3552200,20.76
4/30/2003,52.37,52.95,51.89,52.6,3395800,21.06
4/29/2003,52.81,53.06,51.9,52.39,3377200,20.97
4/28/2003,51.7,53,51.7,52.78,2978800,21.13
4/25/2003,52.75,52.97,51.83,51.93,3252200,20.79
4/24/2003,52.3,53.09,52.3,52.75,2923000,21.12
4/23/2003,52.71,53,52.25,52.86,4373200,21.16
4/22/2003,51.2,53.12,50.86,52.96,4264200,21.2
4/21/2003,52.2,52.41,51.51,51.84,3852800,20.75
4/17/2003,50.53,52.14,50.4,51.98,5137400,20.81
4/16/2003,53.25,53.62,51.37,51.41,5160600,20.58
4/15/2003,53.15,53.43,52.22,52.7,5635200,20.96
4/14/2003,52.98,53.65,52.74,53.64,3413000,21.33
4/11/2003,53.5,54.25,52.8,52.98,3944200,21.07
4/10/2003,51.71,52.83,51.5,52.83,4317600,21.01
4/9/2003,51.56,52.56,51.56,51.71,5010600,20.56
4/8/2003,51.95,52.25,51.12,52.1,3054600,20.72
4/7/2003,52.49,53.51,51.62,51.7,4251400,20.56
4/4/2003,51.8,52.2,51.06,51.47,3447400,20.47
4/3/2003,52.2,52.2,51.29,51.8,3945800,20.6
4/2/2003,50.85,51.84,50.8,51.71,5207800,20.56
4/1/2003,49.2,50,48.98,49.65,4317400,19.75
3/31/2003,49.25,49.85,48.72,49.2,4721000,19.57
3/28/2003,50.72,50.72,49.78,50.24,3848800,19.98
3/27/2003,49.75,51,49.3,50.72,3678400,20.17
3/26/2003,51,51.05,49.9,50.2,5476600,19.96
3/25/2003,51,51.2,50.35,51,5575000,20.28
3/24/2003,52.56,52.56,50.46,50.73,5402200,20.18
3/21/2003,50.75,53.3,50.75,52.55,8699400,20.9
3/20/2003,49.79,51,49,50.62,5713000,20.13
3/19/2003,49.5,50,48.87,49.79,5683200,19.8
3/18/2003,50.23,50.68,49.5,49.8,7566800,19.81
3/17/2003,46.95,50.24,46.78,50.23,7931400,19.98
3/14/2003,46.95,47.95,46.61,47.02,5226600,18.7
3/13/2003,45.15,46.93,45.11,46.93,5121200,18.66
3/12/2003,44.35,44.63,43.52,44.22,3930600,17.59
3/11/2003,44.8,45.23,44.3,44.5,3516600,17.7
3/10/2003,45.35,45.4,44.6,44.79,2725800,17.81
3/7/2003,43.75,46.25,43.71,45.8,5230400,18.21
3/6/2003,45.64,45.64,44.4,44.6,3598600,17.74
3/5/2003,45.22,45.94,45.05,45.63,3461200,18.15
3/4/2003,46.9,46.9,45.11,45.22,5392200,17.98
3/3/2003,47.01,47.35,46.86,47.08,4103600,18.72
2/28/2003,46.95,47.55,46.7,47,4487200,18.69
2/27/2003,46,46.83,45.51,46.72,5416200,18.58
2/26/2003,45.65,46,45.45,45.75,3841000,18.19
2/25/2003,45.43,46,44.91,45.82,4559400,18.22
2/24/2003,46.29,46.29,45.53,45.81,5391800,18.22
2/21/2003,46.3,46.6,45.75,46.54,4364000,18.51
2/20/2003,46.15,46.35,45.42,46.3,5727200,18.41
2/19/2003,45.4,45.95,45.15,45.95,7256000,18.27
2/18/2003,43.35,44.79,43.35,44.55,4055600,17.72
2/14/2003,42.12,43.28,41.74,43.25,3159600,17.2
2/13/2003,41.95,42.19,41.24,42.12,3096000,16.75
2/12/2003,42.65,43.05,42.01,42.04,2639200,16.72
2/11/2003,43.05,43.36,42.3,42.58,2855600,16.93
2/10/2003,42.45,42.75,41.79,42.58,3235200,16.93
2/7/2003,43.3,43.65,42.36,42.63,2782600,16.95
2/6/2003,43.5,43.99,42.75,42.97,2891000,17.09
2/5/2003,44.15,44.73,43.58,43.66,2658000,17.36
2/4/2003,44,44.26,43.27,43.74,2672400,17.4
2/3/2003,44.35,44.58,44,44.25,2334000,17.6
1/31/2003,42.75,44.5,42.61,43.98,3284800,17.49
1/30/2003,44.3,44.38,42.97,43.05,2801400,17.12
1/29/2003,43.84,44.48,42.85,44.05,3829400,17.52
1/28/2003,43.35,44,43,43.83,2947000,17.43
1/27/2003,43.8,44.19,43.1,43.25,3010000,17.2
1/24/2003,45.48,45.48,43.7,43.92,3641600,17.47
1/23/2003,44.75,45.55,42.74,45.48,8767800,18.09
1/22/2003,46.08,46.08,44.04,44.45,5860800,17.68
1/21/2003,47.4,47.4,46.05,46.07,3617000,18.32
1/17/2003,47.05,47.47,46.68,47.05,2814200,18.71
1/16/2003,46.95,47.79,46.95,47.26,3278000,18.8
1/15/2003,47.6,47.87,46.86,47.18,3860800,18.62
1/14/2003,47.45,47.61,46.57,47.39,4640600,18.71
1/13/2003,47.85,47.94,47.15,47.7,2716200,18.83
1/10/2003,46.94,47.91,46.75,47.42,2834800,18.72
1/9/2003,46.6,47.44,46.32,47.34,2916600,18.69
1/8/2003,47.86,47.86,46.25,46.4,3246600,18.32
1/7/2003,48.4,48.4,47.3,47.85,3126000,18.89
1/6/2003,47.55,48.42,47.55,48.4,2354400,19.11
1/3/2003,47.65,47.7,47,47.43,3399800,18.72
1/2/2003,45.95,47.75,45.77,47.75,4539400,18.85
12/31/2002,45.5,45.8,44.71,45.72,1910600,18.05
12/30/2002,45.31,45.74,44.68,45.47,1705200,17.95
12/27/2002,46.2,46.25,45.06,45.06,2873600,17.79
12/26/2002,46.45,46.98,46.12,46.3,2205600,18.28
12/24/2002,46.35,46.49,46.01,46.4,1075200,18.32
12/23/2002,46.48,46.6,46,46.35,1779200,18.3
12/20/2002,45.7,46.5,45.53,46.5,4468800,18.36
12/19/2002,45.35,46.07,44.7,45.23,2371000,17.85
12/18/2002,45.83,46,45.05,45.6,2331800,18
12/17/2002,46.28,46.77,45.73,45.83,1974600,18.09
12/16/2002,44.85,46.3,44.85,46.28,2394000,18.27
12/13/2002,45.12,45.6,44.6,44.6,2796000,17.61
12/12/2002,45.71,46,45,45.12,2265000,17.81
12/11/2002,45.55,45.81,44.76,45.71,2963000,18.04
12/10/2002,45.01,45.95,44.39,45.55,4110800,17.98
12/9/2002,46.17,46.17,45,45,2890200,17.76
12/6/2002,45.55,46.6,45.45,46.17,3872200,18.23
12/5/2002,47,47.01,46.19,46.33,4394000,18.29
12/4/2002,46.8,47.04,46.51,46.73,4877400,18.45
12/3/2002,48.97,49,47,47.3,5303800,18.67
12/2/2002,49.91,50.84,48.64,49.22,5687200,19.43
11/29/2002,49.8,50.3,49.73,49.9,2648400,19.7
11/27/2002,47.25,49.28,47.17,49.26,3631800,19.45
11/26/2002,48.45,48.46,46.81,47.09,4344400,18.59
11/25/2002,48.7,49.1,48.19,48.68,3295000,19.22
11/22/2002,48.01,48.99,47.8,48.55,4485200,19.16
11/21/2002,46.78,48.23,46.31,48.02,3991600,18.96
11/20/2002,44.96,46.53,44.42,46.53,4389200,18.37
11/19/2002,44.62,45.24,43.92,44.95,3190600,17.74
11/18/2002,45.3,45.55,44.6,44.62,4318000,17.61
11/15/2002,44.3,45.1,43.88,45.08,4239600,17.8
11/14/2002,43.06,44.5,43.06,44.27,3713200,17.48
11/13/2002,42.55,43.62,42.08,43.05,3050000,16.99
11/12/2002,41.6,43.15,41.5,42.59,3066800,16.81
11/11/2002,43,43.01,41.25,41.45,2877800,16.36
11/8/2002,42.65,43.5,42.6,43.16,3155600,17.04
11/7/2002,43.6,43.79,42.26,42.54,3399000,16.79
11/6/2002,43.6,43.61,42.38,43.57,3575200,17.2
11/5/2002,42.87,43.3,42.42,43.08,2562200,17.01
11/4/2002,42.12,43.48,42.12,42.86,3895200,16.92
11/1/2002,40.8,42.35,40.5,42.11,2957400,16.62
10/31/2002,41.2,41.47,40.3,40.85,2723600,16.13
10/30/2002,40.6,41.54,40.09,40.97,3155600,16.17
10/29/2002,40.5,40.85,39.37,40.46,3481600,15.97
10/28/2002,41.75,42.05,40.22,40.47,3373000,15.98
10/25/2002,41.12,41.49,40.65,41.45,4473600,16.36
10/24/2002,43.45,43.5,41,41.11,5548600,16.23
10/23/2002,41.79,42.85,41.46,42.8,4390000,16.9
10/22/2002,42,42.01,41.06,41.78,4809000,16.49
10/21/2002,41,43.13,40.61,42.91,5416400,16.94
10/18/2002,40.1,41.06,39.9,40.99,4546600,16.18
10/17/2002,39.95,40.49,38.75,40.36,7111000,15.93
10/16/2002,39.25,39.71,38.2,38.76,9656000,15.16
10/15/2002,37,37.98,36.99,37.98,6627600,14.86
10/14/2002,36.3,36.36,35.7,35.71,3427600,13.97
10/11/2002,35.5,37.18,35.4,36.58,4586800,14.31
10/10/2002,34.05,35.3,33.86,35.07,7250200,13.72
10/9/2002,35.33,36.06,33.75,33.86,7742800,13.25
10/8/2002,36.15,36.9,34.67,36.32,5611000,14.21
10/7/2002,36.2,36.65,35.64,35.89,4035600,14.04
10/4/2002,37.67,37.83,35.13,36.01,4218000,14.09
10/3/2002,37.75,38.76,37.31,37.49,2847200,14.67
10/2/2002,38.25,38.65,37.7,37.78,3301000,14.78
10/1/2002,37.35,38.73,36.81,38.67,5636200,15.13
9/30/2002,36.65,37.79,36.33,37.22,5104600,14.56
9/27/2002,38.9,38.9,37.5,37.5,4143400,14.67
9/26/2002,38.2,39.13,38.07,38.93,5833200,15.23
9/25/2002,37.45,38.1,36.87,38,4270600,14.86
9/24/2002,37.15,37.6,36.42,36.86,5629800,14.42
9/23/2002,37.15,38.03,37.1,37.66,3810000,14.73
9/20/2002,37.79,38.15,37.4,37.87,6718800,14.81
9/19/2002,38.25,39.1,37.78,38,5835600,14.86
9/18/2002,38.9,39.35,37.59,39.01,5355000,15.26
9/17/2002,41.6,41.6,39.29,39.45,4459000,15.43
9/16/2002,40.65,40.73,39.77,40.68,3909000,15.91
9/13/2002,41.65,41.66,40.25,40.64,8147200,15.9
9/12/2002,42.75,43.29,42.19,42.39,3265000,16.58
9/11/2002,43.7,43.94,42.78,42.95,2173200,16.8
9/10/2002,43.25,43.3,42.5,42.87,3089400,16.77
9/9/2002,43,43.29,42.38,43.12,3862200,16.87
9/6/2002,42.95,43.2,42.05,43.2,4588200,16.9
9/5/2002,42,42.78,41.4,42.56,3609000,16.65
9/4/2002,42.63,42.83,41.88,42.65,3712400,16.68
9/3/2002,43.6,43.61,42.4,42.63,4852600,16.68
8/30/2002,43.25,44.4,43.05,43.64,2342600,17.07
8/29/2002,43.5,43.73,42.7,43.32,3390000,16.95
8/28/2002,44.8,44.9,43.8,44.23,2045800,17.3
8/27/2002,45.95,46.2,44.7,44.85,3569600,17.54
8/26/2002,44.85,45.5,44.31,45.13,2849800,17.65
8/23/2002,45.35,45.35,44.66,44.85,2836000,17.54
8/22/2002,44.4,45.6,44.11,45.35,3423800,17.74
8/21/2002,44.65,44.75,43.8,44.46,3364600,17.39
8/20/2002,44.35,44.52,43.8,44.25,3386600,17.31
8/19/2002,43.55,44.78,43.41,44.69,4226200,17.48
8/16/2002,43.91,43.95,43.27,43.46,4787800,17
8/15/2002,44.5,44.95,43.8,44.16,4799200,17.27
8/14/2002,43.75,44.46,43.01,44.32,6987200,17.34
8/13/2002,44.9,45.46,44.07,44.2,5746600,17.29
8/12/2002,44.1,44.4,43.05,44.22,2619400,17.3
8/9/2002,44.3,44.98,43.65,44.57,3895800,17.43
8/8/2002,43.3,44.95,43,44.55,3584800,17.43
8/7/2002,43.15,43.4,41.37,42.85,3193400,16.76
8/6/2002,41.1,43.45,41.1,42.39,4102000,16.58
8/5/2002,41.35,41.81,40.3,40.4,4414000,15.8
8/2/2002,43.3,43.5,40.85,41.6,5427400,16.27
8/1/2002,44.4,44.8,42.85,43.26,6466000,16.92
7/31/2002,45.5,45.5,43.79,44.7,4328800,17.49
7/30/2002,45.65,45.72,44,45.31,3988400,17.72
7/29/2002,44.4,46,44,45.9,4221800,17.96
7/26/2002,43.1,43.65,42.79,43.55,3050000,17.04
7/25/2002,42.7,43.5,41.28,42.79,4592600,16.74
7/24/2002,39.75,43.2,39.05,43.2,6252800,16.9
7/23/2002,40.63,41.25,39.9,40,5347400,15.65
7/22/2002,41.2,42.6,40,40.63,6402800,15.89
7/19/2002,42.69,43.04,41.4,41.41,5382800,16.2
7/18/2002,42.8,43.2,42.16,42.68,4562400,16.7
7/17/2002,43.25,44.15,42.8,43.25,5660400,16.78
7/16/2002,40.25,43.54,40.25,43,17151400,16.68
7/15/2002,45.5,45.5,42.95,45.19,4771200,17.53
7/12/2002,45.09,46.2,44.4,45.5,3908200,17.65
7/11/2002,45.2,45.32,43.67,45.07,5269800,17.49
7/10/2002,47.62,47.7,45.35,45.5,4294400,17.65
7/9/2002,47.75,48.82,47.13,47.13,3163200,18.29
7/8/2002,48.2,48.6,47.4,47.85,3334600,18.57
7/5/2002,46.3,48.24,46.3,48.24,2349000,18.72
7/3/2002,47,47.5,44.85,46.18,5858200,17.92
7/2/2002,48.15,48.4,46.55,47.16,4130200,18.3
7/1/2002,49.2,49.4,47.9,48,5174200,18.62
6/28/2002,48.55,50.05,48.5,48.95,5297000,18.99
6/27/2002,47.85,48.7,47.13,48.7,3374400,18.9
6/26/2002,46.85,47.97,46.85,47.66,4223000,18.49
6/25/2002,48.05,48.85,47.65,48.2,4491800,18.7
6/24/2002,47.18,48.05,45.9,47.55,5069200,18.45
6/21/2002,47.3,48.12,47.3,47.68,5601400,18.5
6/20/2002,48,48.5,47.75,47.75,3008800,18.53
6/19/2002,48.8,49.72,48,48.22,4015800,18.71
6/18/2002,48.5,49.89,48.45,49.45,4493600,19.19
6/17/2002,48.4,49.99,48,48.04,7378400,18.64
6/14/2002,48.2,48.95,47.65,48.9,4745000,18.97
6/13/2002,48.9,49.6,48.88,49.25,3302000,19.11
6/12/2002,49.02,49.15,48.05,49.15,5566800,19.07
6/11/2002,51.1,51.88,49.55,49.55,3502200,19.23
6/10/2002,50.8,50.98,49.98,50.53,1805400,19.61
6/7/2002,50.25,51,49.85,50.62,3197800,19.64
6/6/2002,51.5,51.65,49.85,50.25,2373800,19.5
6/5/2002,50.6,51.79,50.55,51.43,3471200,19.96
6/4/2002,51.75,51.92,49.58,50.84,4567600,19.73
6/3/2002,52.52,52.98,51.55,51.85,3852600,20.12
5/31/2002,52,52.98,51.88,52.27,3257400,20.28
5/30/2002,51.95,52.24,51.25,52,4096600,20.18
5/29/2002,53.48,53.49,52.17,52.5,4295200,20.37
5/28/2002,54.2,54.39,53.11,53.49,1914400,20.75
5/24/2002,54.22,54.52,53.93,53.95,2402600,20.93
5/23/2002,54.25,54.7,53.62,54.25,3868600,21.05
5/22/2002,53.45,54.29,53.03,54.27,3077400,21.06
5/21/2002,54.3,54.5,53.34,53.44,2663800,20.74
5/20/2002,54.79,54.8,53.62,54.04,4206000,20.97
5/17/2002,55.29,55.69,54.5,54.79,3274600,21.26
5/16/2002,55.9,56.2,54.75,55.17,3536600,21.41
5/15/2002,54.49,56.35,54.35,56,5891600,21.73
5/14/2002,54.15,54.35,53.26,54.24,5012600,21.05
5/13/2002,52.8,53.24,52.09,52.75,3825400,20.47
5/10/2002,53.86,53.86,52.71,52.81,3722000,20.49
5/9/2002,55,55.01,53.52,53.86,3082000,20.9
5/8/2002,53.85,55.2,53.75,55.02,4473600,21.35
5/7/2002,52.9,52.95,52.12,52.61,3821000,20.41
5/6/2002,53.49,53.65,52.2,52.4,4039800,20.33
5/3/2002,54.64,54.85,53.3,54,3797400,20.95
5/2/2002,54.4,55.14,53.96,54.65,3114800,21.2
5/1/2002,54.62,54.8,53.07,54.13,4887800,21
4/30/2002,53.2,55.15,52.9,54.62,4513600,21.19
4/29/2002,54.16,54.31,52.89,52.89,3202400,20.52
4/26/2002,54.15,54.5,53.15,54.15,4913800,21.01
4/25/2002,53,53.68,52.22,53.6,4477200,20.8
4/24/2002,53.2,54.82,53,53,2973400,20.56
4/23/2002,53.9,54,53.06,53.1,4493600,20.6
4/22/2002,55.04,55.09,53.6,53.83,3961600,20.89
4/19/2002,55.4,55.45,54.77,55.04,2650600,21.36
4/18/2002,55.45,55.46,54.5,54.92,4835600,21.31
4/17/2002,56.5,56.86,55.25,55.8,6017200,21.52
4/16/2002,57.99,57.99,56.43,56.65,8827000,21.84
4/15/2002,58.1,58.3,57.05,57.99,3042600,22.36
4/12/2002,59.1,59.2,57.85,57.97,3429400,22.35
4/11/2002,59.05,59.59,58.23,58.43,3746400,22.53
4/10/2002,58.35,59.62,58.11,59.49,4472000,22.94
4/9/2002,57.93,58.84,57.6,57.88,3133400,22.32
4/8/2002,57.35,57.93,56.43,57.75,3595200,22.27
4/5/2002,55.8,57.75,55.8,57.36,4895400,22.12
4/4/2002,54.92,56.55,54.9,55.41,5235800,21.36
4/3/2002,56.15,56.16,54.4,54.92,4972000,21.18
4/2/2002,56.92,56.96,56.2,56.4,3016600,21.75
4/1/2002,57,57.23,56.01,56.92,2571800,21.95
3/28/2002,57.78,57.83,56.85,56.85,3043000,21.92
3/27/2002,56.4,58,56.3,57.49,4481000,22.17
3/26/2002,55.85,57.4,55.65,56.25,4717000,21.69
3/25/2002,57.65,57.85,55.9,55.94,4208000,21.57
3/22/2002,57.1,58,56.36,57.13,3561000,22.03
3/21/2002,57.55,57.85,56.6,57.1,4292000,22.02
3/20/2002,59.25,59.75,58.01,58.03,4366000,22.38
3/19/2002,59.58,59.94,59,59.3,4446200,22.86
3/18/2002,59.79,59.79,58.8,59.12,4261200,22.8
3/15/2002,58.88,59.99,58.8,59.79,7082600,23.05
3/14/2002,57.68,59.6,57.67,58.66,5973000,22.62
3/13/2002,58.7,58.89,57.49,57.49,4973000,22.17
3/12/2002,58.4,59.3,58.4,58.91,4690400,22.71
3/11/2002,59.08,59.5,58.75,59.1,3407400,22.79
3/8/2002,59.15,59.94,59,59.33,5518000,22.88
3/7/2002,59.7,59.8,58.37,58.52,4782000,22.56
3/6/2002,57.8,59.23,57.71,59.02,5500200,22.76
3/5/2002,58.95,59.3,57.1,58,7229600,22.36
3/4/2002,56.4,59.2,56.38,59.08,6646000,22.78
3/1/2002,55.4,56.9,54.75,56.33,5744400,21.72
2/28/2002,55.9,56.3,55.32,55.51,4525000,21.4
2/27/2002,56.05,56.42,55.35,55.9,3990000,21.55
2/26/2002,56.1,56.8,55.05,55.96,6491800,21.58
2/25/2002,53.5,56.2,53.5,56.06,10458000,21.62
2/22/2002,51.3,52.89,51.3,52.68,4282000,20.31
2/21/2002,51.25,52.58,51.07,51.88,4004800,20
2/20/2002,50.2,51.47,49.93,51.1,5018600,19.7
2/19/2002,49.8,50.2,49,49.9,3483600,19.24
2/15/2002,50.75,50.78,49.8,49.93,3135600,19.25
2/14/2002,50.85,51.45,50.48,50.53,2681400,19.48
2/13/2002,50.24,51.14,50.11,50.77,4430200,19.58
2/12/2002,49.6,50.6,49.1,50.24,4191200,19.37
2/11/2002,48.25,49.95,48.19,49.78,3458800,19.19
2/8/2002,47.6,48.5,47.32,48.5,2533600,18.7
2/7/2002,48.5,48.65,47.43,47.43,2981600,18.29
2/6/2002,48.78,49.13,47.7,48.62,5246800,18.75
2/5/2002,49.02,49.9,48.66,48.78,3406400,18.81
2/4/2002,50.3,51.13,49.03,49.03,2927000,18.9
2/1/2002,50.5,50.65,49.72,50.52,2875400,19.48
1/31/2002,50.1,50.43,49.11,50.28,3247000,19.39
1/30/2002,49.45,50.22,48,50.2,5645200,19.36
